"valor","tipo","data-expedição","data-envio","fk-func"
"184643223547","Titulo","2011-04-16","2021-03-18","505"
"528653654-85","CPF","2015-02-05","2021-03-17","506"
"7433652-4","RG","2017-11-15","2021-03-02","506"
"342435756712","Titulo","2005-03-28","2021-01-06","506"
"472358324-16","CPF","2008-12-16","2021-04-01","507"
"3426213-3","RG","2020-01-19","2021-03-16","507"
"246722471766","Titulo","2018-05-21","2021-02-27","507"
"687456322-37","CPF","2015-05-28","2021-03-20","508"
"3546856-9","RG","2016-02-03","2021-04-10","508"
"864145871467","Titulo","2013-09-02","2021-01-15","508"
"984265274-22","CPF","2019-08-19","2021-03-30","509"
"9574467-8","RG","2014-08-11","2021-01-31","509"
"773552812829","Titulo","2018-02-21","2021-04-19","509"
"628439873-76","CPF","2020-06-19","2021-03-21","510"
"2946384-7","RG","2007-03-18","2021-04-17","510"
"574824995918","Titulo","2010-12-22","2021-01-19","510"
"184163325-46","CPF","2016-04-28","2021-02-12","511"
"5829278-8","RG","2007-10-02","2021-05-01","511"
"257661752315","Titulo","2013-05-20","2021-03-09","511"
"153421984-74","CPF","2005-07-29","2021-02-19","512"
"5786949-4","RG","2009-08-19","2021-02-06","512"
"868538776881","Titulo","2014-08-14","2021-03-27","512"
"446226734-46","CPF","2014-06-14","2021-03-14","513"
"6633653-4","RG","2017-02-09","2021-03-30","513"
"793772625518","Titulo","2016-09-24","2021-04-23","513"
"325585454-27","CPF","2016-09-29","2021-02-01","514"
"1472144-4","RG","2012-01-24","2021-04-09","514"
"323561865538","Titulo","2009-01-17","2021-02-11","514"
"744314528-96","CPF","2015-03-10","2021-04-27","515"
"9947541-8","RG","2012-10-02","2021-04-05","515"
"297634376646","Titulo","2019-07-04","2021-04-22","515"
"721323424-57","CPF","2010-01-28","2021-01-31","516"
"7686326-5","RG","2014-12-25","2021-01-02","516"
"286539231198","Titulo","2012-03-12","2021-02-26","516"
"488796392-75","CPF","2005-05-17","2021-01-09","517"
"5395735-9","RG","2018-07-26","2021-03-14","517"
"157918741552","Titulo","2016-09-09","2021-01-31","517"
"728754574-43","CPF","2006-02-24","2021-01-26","518"
"2278352-4","RG","2005-11-04","2021-02-26","518"
"316546385452","Titulo","2018-03-24","2021-04-30","518"
"585447235-22","CPF","2012-07-06","2021-04-24","519"
"3611222-7","RG","2012-06-12","2021-01-02","519"
"776683639242","Titulo","2007-07-10","2021-02-13","519"
"622473256-77","CPF","2014-08-19","2021-04-18","520"
"7364344-5","RG","2019-08-10","2021-03-01","520"
"976329618426","Titulo","2018-11-18","2021-03-19","520"
"164686517-85","CPF","2008-03-20","2021-01-27","521"
"5866649-2","RG","2010-10-15","2021-03-17","521"
"248778292576","Titulo","2018-03-10","2021-02-12","521"
"436152272-98","CPF","2006-04-28","2021-02-17","522"
"7344719-1","RG","2007-09-13","2021-04-27","522"
"134972876854","Titulo","2020-12-24","2021-04-21","522"
"864868756-45","CPF","2005-11-27","2021-03-12","523"
"2663742-7","RG","2012-08-20","2021-02-11","523"
"278258387441","Titulo","2012-01-02","2021-03-17","523"
"368187813-32","CPF","2020-03-16","2021-01-24","524"
"7956175-7","RG","2007-04-14","2021-03-31","524"
"555463485943","Titulo","2013-10-19","2021-02-05","524"
"357423255-84","CPF","2015-01-12","2021-03-24","525"
"7216883-2","RG","2013-01-19","2021-04-06","525"
"572722344692","Titulo","2014-03-07","2021-01-25","525"
"467826435-32","CPF","2020-07-25","2021-03-23","526"
"4174252-7","RG","2010-07-06","2021-04-14","526"
"677856685762","Titulo","2006-03-15","2021-04-03","526"
"514845359-23","CPF","2019-10-28","2021-02-17","527"
"9354966-1","RG","2013-12-23","2021-02-22","527"
"942254163623","Titulo","2011-10-30","2021-05-01","527"
"242173385-36","CPF","2012-07-26","2021-02-08","528"
"4233821-8","RG","2012-11-12","2021-04-15","528"
"428152826536","Titulo","2015-05-15","2021-04-25","528"
"262186621-63","CPF","2013-10-14","2021-03-30","529"
"3654728-4","RG","2018-08-16","2021-04-10","529"
"331877546133","Titulo","2013-03-13","2021-04-01","529"
"494782462-44","CPF","2009-08-03","2021-01-16","530"
"2734789-7","RG","2016-11-02","2021-01-15","530"
"223292423647","Titulo","2020-11-12","2021-03-31","530"
"674389255-77","CPF","2009-12-16","2021-01-17","531"
"5456226-1","RG","2017-06-12","2021-02-17","531"
"297362852882","Titulo","2020-12-07","2021-03-31","531"
"343135263-46","CPF","2013-10-22","2021-01-16","532"
"3331518-2","RG","2006-06-02","2021-03-10","532"
"335625284639","Titulo","2016-05-13","2021-04-29","532"
"422398449-32","CPF","2018-03-19","2021-03-28","533"
"5388332-5","RG","2017-02-08","2021-03-28","533"
"642374213483","Titulo","2017-04-13","2021-03-04","533"
"515785127-84","CPF","2012-02-10","2021-01-07","534"
"1191336-5","RG","2020-02-28","2021-02-06","534"
"725262398569","Titulo","2009-04-01","2021-02-25","534"
"387222727-92","CPF","2008-02-06","2021-04-19","535"
"7438863-2","RG","2018-03-14","2021-04-04","535"
"836486485435","Titulo","2019-09-06","2021-01-08","535"
"912183984-25","CPF","2007-08-26","2021-04-26","536"
"4126756-7","RG","2017-02-02","2021-02-15","536"
"245456665338","Titulo","2017-04-16","2021-01-14","536"
"645546789-28","CPF","2012-08-01","2021-02-09","537"
"6524664-4","RG","2017-12-20","2021-04-27","537"
"944425245757","Titulo","2008-09-25","2021-01-07","537"
"935458355-72","CPF","2012-07-01","2021-04-07","538"
"4774925-4","RG","2005-01-02","2021-02-09","538"
"274716643774","Titulo","2018-03-29","2021-04-19","538"
"127383322-41","CPF","2012-03-30","2021-04-12","539"
"3965986-8","RG","2015-01-15","2021-03-07","539"
"955964621883","Titulo","2017-02-27","2021-01-09","539"
"741362296-53","CPF","2016-05-21","2021-02-12","540"
"1254126-3","RG","2017-04-02","2021-02-14","540"
"443783276674","Titulo","2017-04-27","2021-04-20","540"
"586427843-72","CPF","2012-01-27","2021-02-13","541"
"5338236-9","RG","2009-11-01","2021-02-22","541"
"283356582824","Titulo","2017-09-21","2021-01-07","541"
"744415386-28","CPF","2005-10-27","2021-04-11","542"
"7752672-8","RG","2008-11-06","2021-03-01","542"
"419395528934","Titulo","2010-08-25","2021-01-17","542"
"522156662-62","CPF","2011-02-10","2021-05-02","543"
"1416232-9","RG","2020-12-04","2021-02-13","543"
"668723432868","Titulo","2019-07-21","2021-03-13","543"
"725723447-83","CPF","2005-10-20","2021-02-26","544"
"7567666-4","RG","2011-02-06","2021-01-10","544"
"584669366288","Titulo","2007-10-07","2021-02-22","544"
"433582468-35","CPF","2007-10-18","2021-02-01","545"
"5763846-4","RG","2011-03-13","2021-04-12","545"
"797273526246","Titulo","2007-10-10","2021-03-10","545"
"543377617-87","CPF","2013-09-10","2021-02-03","546"
"7654544-8","RG","2009-08-08","2021-04-01","546"
"845426672413","Titulo","2012-03-27","2021-02-28","546"
"566287853-37","CPF","2007-04-13","2021-03-06","547"
"6794833-8","RG","2018-09-01","2021-03-08","547"
"772341948539","Titulo","2017-06-18","2021-03-01","547"
"518432873-48","CPF","2016-10-31","2021-03-03","548"
"8527863-2","RG","2011-11-03","2021-02-04","548"
"431647142269","Titulo","2015-02-05","2021-03-20","548"
"723272844-57","CPF","2018-08-01","2021-01-06","549"
"6425875-2","RG","2008-11-13","2021-02-18","549"
"555847244646","Titulo","2008-01-23","2021-01-27","549"
"991636225-43","CPF","2011-11-13","2021-04-08","550"
"7677446-3","RG","2015-05-16","2021-01-11","550"
"848473264642","Titulo","2019-12-29","2021-04-16","550"
"433791965-37","CPF","2007-02-10","2021-01-16","551"
"1753256-3","RG","2007-01-04","2021-01-03","551"
"226742334245","Titulo","2017-10-06","2021-03-30","551"
"843257554-82","CPF","2012-06-10","2021-04-20","552"
"8442865-4","RG","2009-09-28","2021-02-25","552"
"556398834256","Titulo","2017-06-12","2021-03-30","552"
"256563837-47","CPF","2008-04-12","2021-03-22","553"
"4779359-8","RG","2015-04-02","2021-04-17","553"
"823584133323","Titulo","2005-04-07","2021-02-01","553"
"484735253-97","CPF","2006-06-16","2021-01-14","554"
"6176664-9","RG","2015-10-29","2021-04-21","554"
"433254675787","Titulo","2018-03-01","2021-04-03","554"
"723382567-86","CPF","2008-05-24","2021-02-10","555"
"6673241-9","RG","2005-06-26","2021-04-23","555"
"142488654645","Titulo","2010-01-14","2021-04-18","555"
"565457382-72","CPF","2019-12-19","2021-03-16","556"
"4445488-6","RG","2012-10-10","2021-01-18","556"
"491752539528","Titulo","2017-09-13","2021-01-10","556"
"795364784-33","CPF","2012-10-12","2021-02-02","557"
"3164855-8","RG","2012-09-28","2021-03-27","557"
"677257733659","Titulo","2017-05-03","2021-01-12","557"
"755567797-14","CPF","2019-01-20","2021-04-20","558"
"3353888-6","RG","2019-11-12","2021-03-06","558"
"941836437129","Titulo","2010-03-10","2021-01-25","558"
"511169558-82","CPF","2005-03-13","2021-02-27","559"
"3821673-5","RG","2018-05-03","2021-01-12","559"
"235266293653","Titulo","2018-11-14","2021-02-16","559"
"464517752-58","CPF","2006-12-24","2021-03-27","560"
"2621525-4","RG","2020-09-25","2021-04-13","560"
"878577466553","Titulo","2007-11-14","2021-01-15","560"
"613693485-52","CPF","2012-07-09","2021-01-12","561"
"4747289-3","RG","2015-08-18","2021-02-06","561"
"598745642383","Titulo","2018-02-09","2021-04-08","561"
"247472898-64","CPF","2008-11-24","2021-04-02","562"
"5938443-2","RG","2017-11-27","2021-01-16","562"
"788947361875","Titulo","2007-10-29","2021-03-28","562"
"974753813-76","CPF","2008-08-18","2021-04-18","563"
"4689944-7","RG","2005-11-01","2021-04-04","563"
"763865244547","Titulo","2017-10-23","2021-01-23","563"
"424263875-68","CPF","2013-06-20","2021-04-16","564"
"7785185-4","RG","2011-08-31","2021-02-09","564"
"834359858972","Titulo","2012-09-02","2021-03-28","564"
"621227178-47","CPF","2011-10-04","2021-04-16","565"
"4724572-7","RG","2019-10-07","2021-04-20","565"
"633692716271","Titulo","2009-10-18","2021-01-24","565"
"628987442-41","CPF","2019-11-14","2021-03-30","566"
"6631595-8","RG","2012-04-19","2021-01-07","566"
"938178369775","Titulo","2005-10-05","2021-03-01","566"
"329117465-12","CPF","2013-10-26","2021-04-20","567"
"5384916-5","RG","2005-08-21","2021-02-04","567"
"343468234335","Titulo","2006-12-07","2021-03-19","567"
"511235875-65","CPF","2009-04-27","2021-03-06","568"
"4386742-6","RG","2018-05-29","2021-01-21","568"
"357857477296","Titulo","2012-10-17","2021-04-13","568"
"338348552-76","CPF","2012-07-07","2021-01-10","569"
"7286888-8","RG","2013-10-27","2021-04-05","569"
"917673853871","Titulo","2016-04-26","2021-04-10","569"
"814216393-38","CPF","2007-12-08","2021-02-03","570"
"5788795-2","RG","2018-06-23","2021-02-12","570"
"665255843227","Titulo","2011-01-19","2021-03-24","570"
"567364974-19","CPF","2008-03-20","2021-04-23","571"
"7796969-1","RG","2007-08-02","2021-01-08","571"
"835588523671","Titulo","2012-07-29","2021-05-02","571"
"443178784-78","CPF","2018-03-16","2021-03-14","572"
"4886431-3","RG","2020-07-16","2021-02-05","572"
"877129835485","Titulo","2020-08-08","2021-04-07","572"
"387383825-13","CPF","2013-02-15","2021-03-31","573"
"2733116-7","RG","2018-10-09","2021-03-01","573"
"836538461413","Titulo","2017-06-23","2021-03-05","573"
"548587282-27","CPF","2016-04-26","2021-01-02","574"
"4771119-6","RG","2012-09-25","2021-02-04","574"
"456622536646","Titulo","2018-02-19","2021-03-10","574"
"437247156-45","CPF","2011-11-22","2021-04-05","575"
"1965182-5","RG","2009-11-21","2021-02-07","575"
"648825972542","Titulo","2011-10-02","2021-03-08","575"
"727162428-24","CPF","2008-09-28","2021-02-15","576"
"7948462-8","RG","2012-01-20","2021-04-11","576"
"837878692868","Titulo","2009-05-05","2021-01-11","576"
"488554676-87","CPF","2016-12-06","2021-01-18","577"
"3667523-3","RG","2011-03-17","2021-01-03","577"
"866542646248","Titulo","2008-10-13","2021-01-28","577"
"573476436-85","CPF","2012-06-07","2021-03-08","578"
"6668765-7","RG","2015-08-26","2021-01-29","578"
"341887563227","Titulo","2012-08-10","2021-02-24","578"
"178341526-31","CPF","2008-12-30","2021-04-26","579"
"3911922-6","RG","2019-11-09","2021-04-04","579"
"315962343544","Titulo","2020-12-02","2021-02-02","579"
"156888528-33","CPF","2020-05-07","2021-01-17","580"
"9323922-8","RG","2009-03-29","2021-04-30","580"
"644812257612","Titulo","2015-10-05","2021-01-12","580"
"274258824-73","CPF","2010-10-15","2021-04-08","581"
"7437283-3","RG","2014-09-13","2021-04-05","581"
"848664393874","Titulo","2014-04-17","2021-01-01","581"
"386452853-52","CPF","2010-03-02","2021-01-29","582"
"8636632-3","RG","2015-05-06","2021-01-20","582"
"642548798477","Titulo","2010-10-23","2021-03-04","582"
"914624388-54","CPF","2016-02-06","2021-03-27","583"
"8994336-3","RG","2008-01-26","2021-05-02","583"
"132677823668","Titulo","2010-02-03","2021-03-02","583"
"633476739-78","CPF","2011-06-03","2021-01-16","584"
"3284256-5","RG","2011-05-04","2021-01-26","584"
"515938313687","Titulo","2018-05-05","2021-01-20","584"
"758495974-21","CPF","2013-01-27","2021-03-28","585"
"6376321-7","RG","2008-07-25","2021-01-14","585"
"897258426614","Titulo","2011-02-28","2021-04-02","585"
"682966827-31","CPF","2020-08-12","2021-02-27","586"
"5746732-7","RG","2010-05-26","2021-04-14","586"
"381367376676","Titulo","2012-09-20","2021-03-15","586"
"892653288-77","CPF","2012-01-23","2021-01-14","587"
"6726279-9","RG","2013-08-26","2021-01-26","587"
"764725243647","Titulo","2014-11-19","2021-01-15","587"
"844495497-33","CPF","2012-02-25","2021-02-03","588"
"1335524-1","RG","2009-05-31","2021-04-24","588"
"685735227124","Titulo","2017-10-17","2021-04-22","588"
"526718526-99","CPF","2017-06-10","2021-04-14","589"
"8479528-6","RG","2012-05-18","2021-03-18","589"
"785795443268","Titulo","2017-07-29","2021-03-01","589"
"538827663-13","CPF","2015-12-08","2021-01-06","590"
"9424378-7","RG","2014-01-17","2021-04-29","590"
"666648746328","Titulo","2005-09-02","2021-03-17","590"
"511736529-61","CPF","2006-12-30","2021-04-13","591"
"1321926-7","RG","2007-03-13","2021-02-21","591"
"255495727748","Titulo","2008-04-17","2021-04-03","591"
"528467173-15","CPF","2006-01-15","2021-01-31","592"
"3217764-3","RG","2018-03-30","2021-04-26","592"
"448311348562","Titulo","2011-05-09","2021-02-10","592"
"884995593-54","CPF","2018-03-02","2021-04-03","593"
"8818224-1","RG","2008-10-07","2021-03-28","593"
"658916789495","Titulo","2017-03-22","2021-02-21","593"
"898773353-36","CPF","2005-01-25","2021-02-16","594"
"3441347-6","RG","2005-12-27","2021-03-25","594"
"416353348798","Titulo","2013-03-07","2021-01-06","594"
"558379772-14","CPF","2019-09-07","2021-01-12","595"
"7212887-1","RG","2019-01-04","2021-03-15","595"
"246662878667","Titulo","2015-03-31","2021-01-27","595"
"428173936-55","CPF","2011-08-16","2021-03-23","596"
"7177557-1","RG","2019-07-01","2021-02-12","596"
"768787625478","Titulo","2015-11-22","2021-01-19","596"
"573474373-64","CPF","2009-04-14","2021-01-29","597"
"7489689-3","RG","2018-06-20","2021-05-02","597"
"631638784863","Titulo","2011-07-31","2021-01-11","597"
"288566265-11","CPF","2012-03-20","2021-03-11","598"
"8777834-2","RG","2012-07-07","2021-04-28","598"
"544847284823","Titulo","2006-02-15","2021-02-18","598"
"322293628-83","CPF","2016-03-15","2021-01-09","599"
"8478583-3","RG","2006-08-19","2021-01-04","599"
"346437333147","Titulo","2017-07-20","2021-01-28","599"
"362454863-77","CPF","2007-10-22","2021-04-24","600"
"4386472-4","RG","2006-11-27","2021-02-04","600"
"724867888758","Titulo","2011-03-09","2021-01-28","600"
"683464863-28","CPF","2008-09-06","2021-04-09","601"
"8717446-8","RG","2006-10-14","2021-03-26","601"
"418617466577","Titulo","2017-06-07","2021-02-05","601"
"584684478-89","CPF","2008-06-20","2021-02-08","602"
"2435114-5","RG","2005-10-19","2021-01-29","602"
"856747237878","Titulo","2011-04-29","2021-04-07","602"
"991557677-42","CPF","2016-03-30","2021-04-11","603"
"5467443-2","RG","2020-01-01","2021-01-13","603"
"283522253342","Titulo","2008-05-26","2021-03-17","603"
"437358764-61","CPF","2020-01-28","2021-01-21","604"
"6221678-7","RG","2009-11-02","2021-05-02","604"
"916968678323","Titulo","2019-10-07","2021-02-09","604"
"918762135-87","CPF","2007-02-19","2021-04-07","605"
"8688877-5","RG","2012-01-03","2021-02-02","605"
"737826386143","Titulo","2015-11-14","2021-01-03","605"
"572793883-83","CPF","2019-03-03","2021-03-21","606"
"3441875-2","RG","2020-03-15","2021-02-21","606"
"838622765185","Titulo","2007-10-23","2021-04-07","606"
"516776419-16","CPF","2006-11-28","2021-01-16","607"
"6155577-7","RG","2009-11-11","2021-03-04","607"
"247447741983","Titulo","2015-09-29","2021-04-29","607"
"663522689-53","CPF","2008-10-12","2021-01-03","608"
"2759488-4","RG","2015-05-23","2021-03-02","608"
"274957663988","Titulo","2009-12-19","2021-02-06","608"
"566667365-28","CPF","2006-02-20","2021-01-11","609"
"2388495-6","RG","2017-03-12","2021-01-01","609"
"575517746274","Titulo","2009-07-05","2021-02-20","609"
"137715257-32","CPF","2016-11-20","2021-01-20","610"
"5487474-8","RG","2012-03-08","2021-03-18","610"
"248799366765","Titulo","2012-01-13","2021-04-16","610"
"696433567-76","CPF","2019-08-31","2021-01-21","611"
"1875689-3","RG","2018-04-16","2021-02-10","611"
"661667475347","Titulo","2014-09-06","2021-02-19","611"
"461135859-44","CPF","2018-04-27","2021-04-10","612"
"4884485-3","RG","2009-06-21","2021-02-20","612"
"747163322354","Titulo","2009-02-06","2021-04-07","612"
"348576977-85","CPF","2018-07-01","2021-01-13","613"
"2733885-9","RG","2012-02-25","2021-01-22","613"
"829745688795","Titulo","2019-08-04","2021-01-25","613"
"785328379-17","CPF","2005-06-10","2021-02-09","614"
"3693384-6","RG","2010-02-28","2021-01-18","614"
"138675652582","Titulo","2016-11-01","2021-02-22","614"
"737457785-98","CPF","2009-03-12","2021-03-31","615"
"7757544-7","RG","2010-05-20","2021-04-15","615"
"463263635886","Titulo","2020-06-17","2021-02-08","615"
"987676655-16","CPF","2020-12-14","2021-02-14","616"
"3342347-6","RG","2016-02-10","2021-04-07","616"
"424214853848","Titulo","2016-09-15","2021-04-07","616"
"393914422-27","CPF","2014-03-22","2021-02-25","617"
"8549818-4","RG","2014-01-21","2021-02-21","617"
"176284237695","Titulo","2014-12-16","2021-03-24","617"
"834485442-28","CPF","2020-05-08","2021-04-23","618"
"8756563-4","RG","2014-12-17","2021-04-09","618"
"237311289758","Titulo","2011-05-15","2021-02-25","618"
"583886427-89","CPF","2006-09-23","2021-04-25","619"
"7485177-3","RG","2016-01-15","2021-01-20","619"
"667874464158","Titulo","2012-07-06","2021-02-04","619"
"466233897-98","CPF","2008-06-28","2021-04-10","620"
"7933417-7","RG","2012-02-14","2021-03-14","620"
"848521392776","Titulo","2008-11-27","2021-02-04","620"
"254136338-32","CPF","2010-02-10","2021-01-06","621"
"9879682-3","RG","2015-12-04","2021-04-18","621"
"148642579292","Titulo","2007-02-27","2021-01-10","621"
"689177685-86","CPF","2020-08-13","2021-01-11","622"
"2181255-5","RG","2018-04-14","2021-01-13","622"
"345593613473","Titulo","2008-05-06","2021-04-10","622"
"447638868-85","CPF","2007-09-08","2021-04-05","623"
"2842878-2","RG","2015-02-01","2021-02-10","623"
"382789177841","Titulo","2006-09-25","2021-01-11","623"
"766144534-69","CPF","2013-03-06","2021-03-27","624"
"8833552-5","RG","2016-10-21","2021-03-29","624"
"247693557882","Titulo","2016-01-13","2021-03-27","624"
"812919725-64","CPF","2013-03-25","2021-03-11","625"
"9262688-8","RG","2019-01-30","2021-02-21","625"
"587776715839","Titulo","2013-05-16","2021-03-12","625"
"754565524-38","CPF","2019-03-20","2021-05-01","626"
"5844758-4","RG","2008-04-17","2021-02-05","626"
"583467818667","Titulo","2012-03-29","2021-01-30","626"
"321822622-36","CPF","2006-10-10","2021-03-25","627"
"6386879-2","RG","2006-12-11","2021-01-04","627"
"975889162282","Titulo","2012-12-09","2021-02-09","627"
"773634424-76","CPF","2017-12-24","2021-03-07","628"
"8723712-4","RG","2015-08-10","2021-03-24","628"
"863383466393","Titulo","2012-07-04","2021-02-28","628"
"384545742-83","CPF","2009-07-15","2021-04-07","629"
"2529762-3","RG","2006-10-29","2021-01-21","629"
"289385933857","Titulo","2011-04-06","2021-03-07","629"
"687185926-64","CPF","2017-12-11","2021-01-28","630"
"6539473-1","RG","2010-04-04","2021-01-19","630"
"427823438872","Titulo","2017-09-29","2021-04-15","630"
"866588332-22","CPF","2016-10-27","2021-01-27","631"
"8178233-1","RG","2020-04-13","2021-01-18","631"
"725146561179","Titulo","2020-04-15","2021-01-31","631"
"236471269-45","CPF","2010-11-24","2021-03-20","632"
"7167384-6","RG","2005-11-20","2021-01-12","632"
"942232996626","Titulo","2016-01-10","2021-01-11","632"
"344582272-25","CPF","2012-12-29","2021-01-12","633"
"2581432-9","RG","2012-05-03","2021-03-29","633"
"856247425372","Titulo","2011-11-28","2021-02-01","633"
"278338766-52","CPF","2006-07-05","2021-04-19","634"
"6553742-3","RG","2020-04-04","2021-04-23","634"
"652658566127","Titulo","2017-11-02","2021-02-04","634"
"223374434-43","CPF","2019-11-11","2021-01-25","635"
"9718424-3","RG","2011-05-05","2021-02-01","635"
"617436156477","Titulo","2007-11-16","2021-05-02","635"
"713126288-17","CPF","2012-05-03","2021-03-07","636"
"8872595-1","RG","2016-09-06","2021-01-16","636"
"469234378463","Titulo","2019-06-18","2021-05-01","636"
"185242488-42","CPF","2018-03-28","2021-03-09","637"
"7887514-3","RG","2013-01-05","2021-01-21","637"
"728357627715","Titulo","2015-12-04","2021-01-15","637"
"662886983-63","CPF","2013-10-25","2021-03-23","638"
"1384152-7","RG","2015-12-22","2021-01-31","638"
"636595843927","Titulo","2019-12-28","2021-01-20","638"
"435584484-23","CPF","2006-08-17","2021-04-05","639"
"8391623-5","RG","2008-04-06","2021-01-22","639"
"366681645816","Titulo","2008-10-17","2021-03-08","639"
"218538485-48","CPF","2018-02-06","2021-05-01","640"
"7388752-4","RG","2017-06-02","2021-02-18","640"
"148688681486","Titulo","2018-02-23","2021-01-06","640"
"854655857-92","CPF","2017-12-14","2021-03-31","641"
"8617576-7","RG","2007-10-01","2021-04-05","641"
"241842973125","Titulo","2005-06-03","2021-02-28","641"
"731161858-13","CPF","2012-04-19","2021-04-14","642"
"2384723-1","RG","2018-04-06","2021-04-04","642"
"987664383959","Titulo","2017-06-05","2021-03-12","642"
"273635395-72","CPF","2014-02-18","2021-01-08","643"
"3827367-1","RG","2005-11-16","2021-01-01","643"
"483717375825","Titulo","2017-01-05","2021-01-07","643"
"353983625-14","CPF","2015-01-11","2021-02-19","644"
"7583758-5","RG","2019-06-30","2021-02-19","644"
"493875965387","Titulo","2018-06-05","2021-02-22","644"
"485462754-42","CPF","2014-02-01","2021-04-02","645"
"2254785-4","RG","2007-12-24","2021-03-12","645"
"733647189745","Titulo","2019-11-08","2021-01-24","645"
"442749962-35","CPF","2007-01-02","2021-03-08","646"
"4594292-8","RG","2014-12-20","2021-04-17","646"
"148347467995","Titulo","2007-07-16","2021-02-28","646"
"357218576-66","CPF","2006-06-09","2021-03-05","647"
"7774866-8","RG","2006-10-10","2021-03-29","647"
"766549442466","Titulo","2017-10-16","2021-04-12","647"
"253553387-41","CPF","2014-12-21","2021-01-18","648"
"8516847-9","RG","2011-05-28","2021-02-25","648"
"743856326141","Titulo","2011-07-18","2021-04-02","648"
"828433787-57","CPF","2005-01-17","2021-03-31","649"
"7365535-4","RG","2017-07-29","2021-02-07","649"
"754752465678","Titulo","2012-09-23","2021-01-08","649"
"778663553-45","CPF","2020-03-28","2021-03-19","650"
"6555533-7","RG","2014-09-12","2021-03-29","650"
"276116438248","Titulo","2016-12-22","2021-02-23","650"
"978672772-82","CPF","2016-02-09","2021-04-30","651"
"2358861-2","RG","2012-01-18","2021-04-04","651"
"634483983747","Titulo","2011-03-08","2021-04-03","651"
"611523632-38","CPF","2010-07-24","2021-04-15","652"
"3625249-1","RG","2015-11-27","2021-04-21","652"
"538329598448","Titulo","2006-07-31","2021-01-21","652"
"323866815-34","CPF","2009-12-31","2021-01-02","653"
"4477527-6","RG","2009-03-12","2021-03-13","653"
"723887273458","Titulo","2005-04-16","2021-02-04","653"
"763243453-72","CPF","2009-12-28","2021-01-07","654"
"3558152-7","RG","2005-12-06","2021-02-21","654"
"855656562439","Titulo","2017-04-10","2021-04-07","654"
"667867534-29","CPF","2015-08-05","2021-02-15","655"
"7456769-2","RG","2005-06-17","2021-02-21","655"
"378258824162","Titulo","2006-12-29","2021-04-19","655"
"687955548-88","CPF","2018-05-19","2021-01-09","656"
"1249541-5","RG","2011-05-05","2021-02-14","656"
"226879366447","Titulo","2011-04-22","2021-04-30","656"
"964364456-49","CPF","2017-01-29","2021-01-24","657"
"4274439-4","RG","2019-01-03","2021-01-09","657"
"754153244256","Titulo","2020-07-04","2021-01-18","657"
"254683239-84","CPF","2009-10-03","2021-03-06","658"
"8628237-9","RG","2013-05-14","2021-01-02","658"
"582588555534","Titulo","2005-02-06","2021-03-26","658"
"383662368-85","CPF","2019-07-14","2021-03-21","659"
"6736764-8","RG","2011-12-18","2021-03-17","659"
"241948845638","Titulo","2019-08-29","2021-02-18","659"
"385733513-86","CPF","2020-12-11","2021-04-10","660"
"8758649-7","RG","2020-06-13","2021-01-18","660"
"686882855325","Titulo","2011-05-02","2021-01-16","660"
"184434511-71","CPF","2008-05-28","2021-04-11","661"
"4497274-9","RG","2008-09-02","2021-02-02","661"
"354996293873","Titulo","2014-06-25","2021-03-28","661"
"622966534-44","CPF","2020-07-02","2021-01-06","662"
"6499338-4","RG","2007-03-22","2021-04-20","662"
"438672668393","Titulo","2015-01-19","2021-03-31","662"
"514755412-14","CPF","2010-12-18","2021-01-31","663"
"4563427-4","RG","2008-02-23","2021-03-21","663"
"647227525145","Titulo","2009-03-07","2021-02-19","663"
"756173815-28","CPF","2015-12-03","2021-04-17","664"
"8461356-2","RG","2014-03-28","2021-01-25","664"
"672532436973","Titulo","2005-02-27","2021-03-10","664"
"684934395-95","CPF","2009-05-13","2021-03-04","665"
"5825865-3","RG","2016-12-31","2021-04-14","665"
"438523874669","Titulo","2005-02-15","2021-02-02","665"
"283333736-32","CPF","2009-08-28","2021-03-01","666"
"6524743-9","RG","2018-12-19","2021-01-12","666"
"444198827325","Titulo","2019-07-25","2021-01-08","666"
"782822828-76","CPF","2020-01-29","2021-03-20","667"
"6982851-4","RG","2015-07-19","2021-03-24","667"
"841765745961","Titulo","2014-07-21","2021-03-01","667"
"924318192-27","CPF","2016-06-20","2021-01-14","668"
"1716276-8","RG","2007-02-03","2021-03-06","668"
"431383143246","Titulo","2007-09-09","2021-02-26","668"
"433947167-22","CPF","2008-10-14","2021-02-04","669"
"2894356-4","RG","2019-04-26","2021-02-22","669"
"882972768364","Titulo","2005-01-15","2021-02-11","669"
"329547772-27","CPF","2017-04-30","2021-01-17","670"
"1727827-7","RG","2008-09-01","2021-02-12","670"
"485226334328","Titulo","2009-08-25","2021-03-09","670"
"224136879-63","CPF","2012-09-08","2021-04-26","671"
"5421834-7","RG","2013-10-01","2021-02-14","671"
"973441719988","Titulo","2010-01-25","2021-03-15","671"
"433751383-68","CPF","2009-06-13","2021-04-19","672"
"4629642-3","RG","2006-05-22","2021-04-10","672"
"725764226275","Titulo","2014-05-05","2021-03-19","672"
"248444839-86","CPF","2005-02-06","2021-03-07","673"
"5933475-6","RG","2013-01-17","2021-02-16","673"
"217877345642","Titulo","2016-09-14","2021-03-17","673"
